Epoch,it,loss.item,epoch_loss,it_lap,epoch_lap
44,2,0.010146099142730236,0.031816186383366585,0.3553025722503662,1.0685195922851562
45,2,0.011018695309758186,0.03180729318410158,0.3558769226074219,1.0745906829833984
46,2,0.01083670649677515,0.03179843444377184,0.3591647148132324,1.0804822444915771
47,2,0.011205289512872696,0.03179058525711298,0.35828089714050293,1.0718486309051514
48,2,0.010679002851247787,0.031782250851392746,0.35625600814819336,1.072648286819458
49,2,0.010562199167907238,0.03177397046238184,0.3576335906982422,1.0715408325195312
50,2,0.011171934194862843,0.03176455572247505,0.35575318336486816,1.0684027671813965
51,2,0.009806303307414055,0.03175743669271469,0.3611454963684082,1.0738749504089355
52,2,0.009936024434864521,0.03175062593072653,0.3644731044769287,1.094585657119751
53,2,0.010805513709783554,0.03174223378300667,0.36319398880004883,1.0970330238342285
54,2,0.010058325715363026,0.03173357155174017,0.36189985275268555,1.0876681804656982
55,2,0.011332833208143711,0.03172763902693987,0.35863709449768066,1.0964879989624023
56,2,0.009970425628125668,0.03171944711357355,0.35451626777648926,1.0684456825256348
57,2,0.010722380131483078,0.03171160724014044,0.3631267547607422,1.079122543334961
58,2,0.011646226979792118,0.03170549217611551,0.35979652404785156,1.0847141742706299
59,2,0.010977789759635925,0.03169829398393631,0.35933804512023926,1.0846490859985352
60,2,0.011036654934287071,0.0316918957978487,0.3591184616088867,1.0836904048919678
61,2,0.010674982331693172,0.0316849984228611,0.36179256439208984,1.0865414142608643
62,2,0.012674793601036072,0.03167723398655653,0.36150383949279785,1.0834910869598389
63,2,0.011032043024897575,0.03167233522981405,0.3617739677429199,1.0871975421905518
64,2,0.01004393957555294,0.03166498336941004,0.3614065647125244,1.0834789276123047
65,2,0.011754659004509449,0.03165795933455229,0.36141204833984375,1.0865304470062256
66,2,0.011577471159398556,0.03165239188820124,0.3627910614013672,1.0834529399871826
67,2,0.011100728996098042,0.0316476933658123,0.360917329788208,1.0822858810424805
68,2,0.009191488847136497,0.03164068982005119,0.3621065616607666,1.0862541198730469
69,2,0.00921518262475729,0.03163503389805555,0.35939550399780273,1.081209659576416
70,2,0.011067830957472324,0.031629778444767,0.3618049621582031,1.0838360786437988
71,2,0.01111938152462244,0.031624156050384045,0.36658382415771484,1.0903990268707275
72,2,0.00878015998750925,0.03161919955164194,0.3566715717315674,1.0787944793701172
73,2,0.012136696837842464,0.03161225002259016,0.3537454605102539,1.0625531673431396
74,2,0.01179052609950304,0.03160752356052399,0.3525960445404053,1.0615811347961426
75,2,0.011251106858253479,0.03160244785249233,0.3532583713531494,1.0657625198364258
76,2,0.010877366177737713,0.03159713093191385,0.34829258918762207,1.0526599884033203
77,2,0.011008509434759617,0.03159180097281933,0.3525106906890869,1.055370569229126
78,2,0.010836764238774776,0.03158571943640709,0.35118675231933594,1.0672364234924316
79,2,0.010171737521886826,0.03158081602305174,0.35088253021240234,1.0615534782409668
80,2,0.010388473980128765,0.031576644629240036,0.3548910617828369,1.0716097354888916
81,2,0.008899357169866562,0.03157234750688076,0.3629782199859619,1.074399471282959
82,2,0.011809490621089935,0.03156676143407822,0.3592557907104492,1.077315330505371
83,2,0.010834181681275368,0.031562138348817825,0.36110568046569824,1.0749132633209229
84,2,0.011023038998246193,0.031558094546198845,0.3529338836669922,1.065730094909668
85,2,0.009689007885754108,0.03155279438942671,0.3537163734436035,1.0661578178405762
86,2,0.011309437453746796,0.031549276784062386,0.36020898818969727,1.0710029602050781
87,2,0.010499684140086174,0.03154408745467663,0.3503110408782959,1.0646655559539795
88,2,0.008782519027590752,0.031539831310510635,0.35909032821655273,1.066066026687622
89,2,0.010966532863676548,0.03153597190976143,0.3590199947357178,1.076108694076538
90,2,0.011008745059370995,0.031532189808785915,0.36449480056762695,1.080852746963501
91,2,0.009791823104023933,0.03152806218713522,0.35330843925476074,1.065845012664795
92,2,0.009396791458129883,0.03152313269674778,0.3509249687194824,1.0631325244903564
93,2,0.010560194961726665,0.03151857666671276,0.3520033359527588,1.0653259754180908
94,2,0.011376453563570976,0.03151565603911877,0.3570444583892822,1.0706069469451904
95,2,0.01038380991667509,0.03151297848671675,0.3514704704284668,1.0642502307891846
96,2,0.011020878329873085,0.03150981850922108,0.35611677169799805,1.0650455951690674
97,2,0.009978210553526878,0.03150530066341162,0.356748104095459,1.0690491199493408
98,2,0.010362489148974419,0.03150160238146782,0.3557627201080322,1.0631766319274902
99,2,0.00946449302136898,0.031497593969106674,0.3585646152496338,1.078583002090454
100,2,0.010206589475274086,0.0314954062923789,0.35479021072387695,1.0662553310394287
101,2,0.010399171151220798,0.03149259928613901,0.3520195484161377,1.0623092651367188
102,2,0.009259742684662342,0.03148816805332899,0.3540029525756836,1.0678927898406982
103,2,0.010134520009160042,0.031485067680478096,0.3533918857574463,1.0637485980987549
104,2,0.010485607199370861,0.03148133493959904,0.35616564750671387,1.0660357475280762
105,2,0.01138373650610447,0.03147806506603956,0.35101938247680664,1.0643565654754639
106,2,0.011356326751410961,0.03147550579160452,0.35190606117248535,1.0643837451934814
107,2,0.011211888864636421,0.0314712468534708,0.35071277618408203,1.058492660522461
108,2,0.010117118246853352,0.03146917559206486,0.3491652011871338,1.0632176399230957
109,2,0.009006309323012829,0.0314653180539608,0.3529698848724365,1.0651679039001465
110,2,0.008767467923462391,0.0314626544713974,0.35811734199523926,1.0692920684814453
111,2,0.010391844436526299,0.03145917318761349,0.35276103019714355,1.0549986362457275
112,2,0.009979655034840107,0.03145608026534319,0.3491356372833252,1.0500235557556152
113,2,0.010993788950145245,0.03145380783826113,0.3581106662750244,1.0772359371185303
114,2,0.00915482547134161,0.031450534239411354,0.3537149429321289,1.0634596347808838
115,2,0.009945186786353588,0.03144696541130543,0.35254693031311035,1.0696563720703125
116,2,0.00999768078327179,0.03144445829093456,0.35413551330566406,1.0508739948272705
117,2,0.00934505369514227,0.03144089225679636,0.3552405834197998,1.0629568099975586
118,2,0.010202646255493164,0.03143797814846039,0.34980082511901855,1.0630218982696533
119,2,0.010270580649375916,0.03143572621047497,0.34900975227355957,1.0632128715515137
120,2,0.009746963158249855,0.03143215272575617,0.35802459716796875,1.0725157260894775
121,2,0.010313860140740871,0.03142901510000229,0.35881495475769043,1.0757091045379639
122,2,0.00983700342476368,0.03142605256289244,0.3482503890991211,1.0639336109161377
123,2,0.010988693684339523,0.03142262250185013,0.35446882247924805,1.068274736404419
124,2,0.011575358919799328,0.03141962084919214,0.3550906181335449,1.0720453262329102
125,2,0.00996839627623558,0.031417688354849815,0.35530781745910645,1.0677824020385742
126,2,0.010318837128579617,0.03141443245112896,0.3497464656829834,1.061894416809082
127,2,0.011659766547381878,0.03141203336417675,0.34963107109069824,1.0668518543243408
128,2,0.009115200489759445,0.03140907268971205,0.3517885208129883,1.0642154216766357
129,2,0.009943800047039986,0.031407116912305355,0.355560302734375,1.0671744346618652
130,2,0.009723728522658348,0.031403953209519386,0.356442928314209,1.0633227825164795
131,2,0.01030663400888443,0.03139962349087,0.35292863845825195,1.0672881603240967
132,2,0.009154572151601315,0.031398216262459755,0.3526620864868164,1.062420129776001
133,2,0.011208266951143742,0.03139578737318516,0.36223483085632324,1.0842785835266113
134,2,0.011404380202293396,0.03139463905245066,0.35881733894348145,1.0730555057525635
135,2,0.011263524182140827,0.03139115031808615,0.35590481758117676,1.0766842365264893
136,2,0.01075791660696268,0.03138913307338953,0.3608827590942383,1.0827414989471436
137,2,0.009110210463404655,0.03138618357479572,0.35379457473754883,1.0588419437408447
138,2,0.011514130048453808,0.03138353116810322,0.3559079170227051,1.0566518306732178
139,2,0.009030205197632313,0.03138128947466612,0.355147123336792,1.0683486461639404
140,2,0.01090581901371479,0.03137838840484619,0.3591189384460449,1.0682356357574463
141,2,0.010058616288006306,0.03137667290866375,0.35518622398376465,1.0628037452697754
142,2,0.00972564797848463,0.03137421514838934,0.3568992614746094,1.0715312957763672
143,2,0.011512375436723232,0.03137229662388563,0.35326576232910156,1.070101022720337
144,2,0.0115034906193614,0.03136941138654947,0.3559749126434326,1.0701076984405518
145,2,0.010501197539269924,0.03136656805872917,0.35387301445007324,1.0718576908111572
146,2,0.010357477702200413,0.03136518318206072,0.3615553379058838,1.0776171684265137
147,2,0.010388611815869808,0.03136263880878687,0.36223411560058594,1.0783777236938477
148,2,0.010316941887140274,0.03135972376912832,0.3583498001098633,1.0794856548309326
149,2,0.011360528878867626,0.031358360312879086,0.3565096855163574,1.0666439533233643
150,2,0.011828315444290638,0.03135708626359701,0.35151243209838867,1.0599722862243652
151,2,0.010444707237184048,0.031353811733424664,0.35302734375,1.0647811889648438
152,2,0.011105702258646488,0.03135217633098364,0.3514237403869629,1.0637843608856201
153,2,0.011249768547713757,0.03135028854012489,0.3552238941192627,1.0729517936706543
154,2,0.010070865042507648,0.031347481533885,0.35537099838256836,1.060882568359375
155,2,0.01150441449135542,0.03134607523679733,0.35486364364624023,1.065582275390625
156,2,0.01136794500052929,0.03134371433407068,0.36119747161865234,1.0793709754943848
157,2,0.01120193861424923,0.031341987662017345,0.35780811309814453,1.0774741172790527
158,2,0.010801853612065315,0.03133916202932596,0.35466670989990234,1.0758700370788574
159,2,0.011714952997863293,0.03133820742368698,0.36051464080810547,1.0709950923919678
160,2,0.009786671958863735,0.03133595269173384,0.3506629467010498,1.069110631942749
161,2,0.009859899058938026,0.03133381251245737,0.35453271865844727,1.0673637390136719
162,2,0.01169233676046133,0.031332395039498806,0.3549046516418457,1.0649456977844238
163,2,0.010984107851982117,0.03133043181151152,0.3596785068511963,1.073803186416626
164,2,0.01088925451040268,0.03132795915007591,0.35631537437438965,1.077970266342163
165,2,0.010492512956261635,0.03132539801299572,0.3575918674468994,1.0648386478424072
166,2,0.011784037575125694,0.03132309019565582,0.3534202575683594,1.0650060176849365
167,2,0.010150930844247341,0.03132266644388437,0.3480677604675293,1.0614502429962158
168,2,0.012246598489582539,0.03132015001028776,0.35652637481689453,1.0724802017211914
169,2,0.011050299741327763,0.031318506225943565,0.35309910774230957,1.0720248222351074
170,2,0.00958306435495615,0.03131680004298687,0.3596818447113037,1.070585012435913
171,2,0.009918476454913616,0.03131477348506451,0.36304473876953125,1.0904805660247803
172,2,0.00939234159886837,0.031313235871493816,0.35610318183898926,1.0798084735870361
173,2,0.010790925472974777,0.031311522237956524,0.35489940643310547,1.0645372867584229
174,2,0.00881015881896019,0.03131001070141792,0.35112428665161133,1.0692424774169922
175,2,0.010474915616214275,0.03130849916487932,0.3613598346710205,1.0786097049713135
176,2,0.00921010971069336,0.03130657412111759,0.3532230854034424,1.0628764629364014
177,2,0.01071998942643404,0.03130496945232153,0.3495056629180908,1.0518195629119873
178,2,0.011320299468934536,0.03130348213016987,0.353118896484375,1.0658416748046875
179,2,0.008436188101768494,0.03130165487527847,0.3509049415588379,1.0650908946990967
180,2,0.00944532174617052,0.03130018524825573,0.3602313995361328,1.0729196071624756
181,2,0.009581215679645538,0.031298376619815826,0.3531661033630371,1.0655107498168945
182,2,0.010722499340772629,0.0312969284132123,0.3498399257659912,1.06894850730896
183,2,0.009913832880556583,0.03129521571099758,0.354095458984375,1.0732483863830566
184,2,0.011249306611716747,0.031293767504394054,0.35327887535095215,1.0688350200653076
185,2,0.010546153411269188,0.03129219636321068,0.36341285705566406,1.070807695388794
186,2,0.011585387401282787,0.031290510669350624,0.3585777282714844,1.0662362575531006
187,2,0.011407106183469296,0.03128895815461874,0.3560326099395752,1.0642709732055664
188,2,0.009982568211853504,0.03128763381391764,0.36058759689331055,1.0770254135131836
189,2,0.012276538647711277,0.03128597140312195,0.35503268241882324,1.0623576641082764
190,2,0.010329090058803558,0.031284439377486706,0.3569464683532715,1.0731523036956787
191,2,0.00944557972252369,0.031283190473914146,0.36031031608581543,1.0730528831481934
192,2,0.011716076172888279,0.03128128405660391,0.3611600399017334,1.0749943256378174
193,2,0.010772723704576492,0.031280020251870155,0.34992074966430664,1.0604252815246582
194,2,0.010567023418843746,0.03127823676913977,0.3498690128326416,1.0644092559814453
195,2,0.010448557324707508,0.0312766944989562,0.359311580657959,1.0663177967071533
196,2,0.009721467271447182,0.03127549588680267,0.3570828437805176,1.0630686283111572
197,2,0.010561341419816017,0.03127358015626669,0.3549942970275879,1.0609333515167236
198,2,0.010372583754360676,0.03127225209027529,0.35323095321655273,1.068380355834961
199,2,0.010082388296723366,0.0312707107514143,0.3633842468261719,1.0832633972167969
200,2,0.012607848271727562,0.031269160099327564,0.3543992042541504,1.0704071521759033
201,2,0.011312753893435001,0.03126758988946676,0.35758328437805176,1.0706708431243896
202,2,0.010409185662865639,0.03126607462763786,0.35277771949768066,1.0696094036102295
203,2,0.009953000582754612,0.03126461058855057,0.3567698001861572,1.0698657035827637
204,2,0.009328209795057774,0.0312632592394948,0.3529186248779297,1.0653247833251953
205,2,0.011349997483193874,0.03126161638647318,0.35352325439453125,1.060398817062378
206,2,0.012040375731885433,0.031260148622095585,0.3572213649749756,1.0719926357269287
207,2,0.009975774213671684,0.03125857934355736,0.35300636291503906,1.0723991394042969
208,2,0.010832654312252998,0.03125726245343685,0.3593864440917969,1.0815746784210205
209,2,0.010090998373925686,0.031255812384188175,0.35826802253723145,1.0667684078216553
210,2,0.010751639492809772,0.03125446476042271,0.3516426086425781,1.0632295608520508
211,2,0.010795507580041885,0.03125293832272291,0.35086607933044434,1.0639967918395996
212,2,0.011473685503005981,0.031251355074346066,0.35474395751953125,1.0667705535888672
213,2,0.009800340980291367,0.031249942258000374,0.35323190689086914,1.0668530464172363
214,2,0.011117449030280113,0.031248847022652626,0.3611743450164795,1.08561372756958
215,2,0.011397967115044594,0.031247233971953392,0.361863374710083,1.0853514671325684
216,2,0.009320852346718311,0.03124621883034706,0.3608534336090088,1.081620693206787
217,2,0.009842528030276299,0.031244614161551,0.36652302742004395,1.1009771823883057
218,2,0.012045226991176605,0.031243243254721165,0.36473679542541504,1.0968782901763916
219,2,0.011784249916672707,0.03124193474650383,0.36386847496032715,1.090444564819336
220,2,0.010672357864677906,0.0312406737357378,0.3649594783782959,1.09405517578125
221,2,0.009882382117211819,0.031239152885973454,0.3639652729034424,1.0968639850616455
222,2,0.011638917028903961,0.031237763352692127,0.36167287826538086,1.089217185974121
223,2,0.011990074999630451,0.031236584298312664,0.3608372211456299,1.0872700214385986
224,2,0.008777676150202751,0.031235172413289547,0.36534547805786133,1.0928692817687988
225,2,0.010390939190983772,0.03123376052826643,0.364910364151001,1.096757173538208
226,2,0.009025952778756618,0.031232579611241817,0.36321187019348145,1.0909433364868164
227,2,0.010077282786369324,0.03123142011463642,0.35649704933166504,1.0709023475646973
228,2,0.010702175088226795,0.03122988436371088,0.36133837699890137,1.0749940872192383
229,2,0.009843663312494755,0.031228444539010525,0.3598968982696533,1.0805747509002686
230,2,0.011410047300159931,0.031227190978825092,0.36096978187561035,1.0823423862457275
231,2,0.011638451367616653,0.031225910410284996,0.3600132465362549,1.0787036418914795
232,2,0.011618741787970066,0.031224433332681656,0.35761141777038574,1.0735204219818115
233,2,0.011657294817268848,0.031223254278302193,0.35213303565979004,1.0650458335876465
234,2,0.00979730486869812,0.031221969984471798,0.3522062301635742,1.067096471786499
235,2,0.009997284971177578,0.03122067078948021,0.35204553604125977,1.0598666667938232
236,2,0.009909387677907944,0.03121946658939123,0.3575451374053955,1.0736331939697266
237,2,0.010421058163046837,0.031218310818076134,0.3602561950683594,1.064136028289795
238,2,0.011215819045901299,0.031216896139085293,0.36124491691589355,1.076094388961792
239,2,0.011316893622279167,0.031215679831802845,0.36342930793762207,1.0838823318481445
240,2,0.01033606193959713,0.0312148192897439,0.35552287101745605,1.0599501132965088
241,2,0.011720271781086922,0.031213215552270412,0.35674619674682617,1.0718965530395508
242,2,0.011643934063613415,0.031212097965180874,0.36263465881347656,1.0790495872497559
243,2,0.009538387879729271,0.031211028806865215,0.35283517837524414,1.0699975490570068
244,2,0.011351245455443859,0.031209765002131462,0.3592665195465088,1.0737273693084717
245,2,0.009597361087799072,0.03120877966284752,0.35936808586120605,1.0796611309051514
246,2,0.008756954222917557,0.031207455322146416,0.36245179176330566,1.085914134979248
247,2,0.009011748246848583,0.031206234358251095,0.3615384101867676,1.0871706008911133
248,2,0.009316765703260899,0.031205104663968086,0.3578526973724365,1.0800073146820068
249,2,0.00951369944959879,0.031204095110297203,0.35609889030456543,1.065394401550293
250,2,0.00947730615735054,0.031202788464725018,0.3522059917449951,1.0603082180023193
251,2,0.010600686073303223,0.03120169509202242,0.3527567386627197,1.063441276550293
252,2,0.009803622961044312,0.031200408935546875,0.3582582473754883,1.0717556476593018
253,2,0.009662064723670483,0.031199206598103046,0.35957813262939453,1.0700287818908691
254,2,0.010606990195810795,0.0311981700360775,0.35776185989379883,1.0679898262023926
255,2,0.009578879922628403,0.031196986325085163,0.3599817752838135,1.080296277999878
256,2,0.010575433261692524,0.03119594417512417,0.36005544662475586,1.0733883380889893
257,2,0.010155376978218555,0.03119472786784172,0.3577866554260254,1.0679502487182617
258,2,0.010235177353024483,0.031193658709526062,0.3648085594177246,1.0919137001037598
259,2,0.011024201288819313,0.031192544847726822,0.3637716770172119,1.0936155319213867
260,2,0.009080290794372559,0.03119113203138113,0.3640463352203369,1.0920255184173584
261,2,0.011120958253741264,0.03119040187448263,0.36415839195251465,1.092045545578003
262,2,0.009644325822591782,0.03118930384516716,0.365527868270874,1.093543529510498
263,2,0.009292886592447758,0.031188040040433407,0.3627133369445801,1.09781813621521
264,2,0.012368607334792614,0.03118701744824648,0.3642306327819824,1.0939016342163086
265,2,0.009064634330570698,0.03118598833680153,0.3639402389526367,1.0934629440307617
266,2,0.010459501296281815,0.03118490893393755,0.36228299140930176,1.090787649154663
267,2,0.010034342296421528,0.03118376899510622,0.3767738342285156,1.0973422527313232
268,2,0.010190656408667564,0.031182795763015747,0.3526802062988281,1.0661020278930664
269,2,0.011446293443441391,0.03118177503347397,0.35328149795532227,1.0615737438201904
270,2,0.009587309323251247,0.031180784106254578,0.35547304153442383,1.0673677921295166
271,2,0.010432756505906582,0.03117974754422903,0.3579447269439697,1.0653550624847412
272,2,0.01044292002916336,0.03117875475436449,0.3589904308319092,1.0729460716247559
273,2,0.009858899749815464,0.031177501194179058,0.3533742427825928,1.0632123947143555
274,2,0.011029694229364395,0.031176566146314144,0.35324573516845703,1.0666189193725586
275,2,0.01221094373613596,0.031175614334642887,0.35045337677001953,1.0639805793762207
276,2,0.0108881751075387,0.031174659729003906,0.35243868827819824,1.0751407146453857
277,2,0.009645971469581127,0.031173516996204853,0.3544602394104004,1.0659234523773193
278,2,0.009962114505469799,0.031172323040664196,0.35158562660217285,1.0658130645751953
279,2,0.010771186091005802,0.031171485781669617,0.3531038761138916,1.065265417098999
280,2,0.011620731092989445,0.031170323491096497,0.35718321800231934,1.0696122646331787
281,2,0.009923427365720272,0.031169531866908073,0.35440564155578613,1.0672974586486816
282,2,0.010058020241558552,0.031168325804173946,0.35172176361083984,1.0699405670166016
283,2,0.010725455358624458,0.031167274340987206,0.3570859432220459,1.0670771598815918
284,2,0.01258913241326809,0.03116623032838106,0.35999560356140137,1.0704607963562012
285,2,0.01095661148428917,0.03116518259048462,0.3517274856567383,1.069737195968628
286,2,0.011669172905385494,0.031164287589490414,0.3611023426055908,1.080019235610962
287,2,0.008943156339228153,0.031163502484560013,0.354017972946167,1.0779364109039307
288,2,0.010042427107691765,0.031162427738308907,0.3560202121734619,1.077528953552246
289,2,0.011159894056618214,0.031161462888121605,0.35019898414611816,1.0662944316864014
290,2,0.0115988003090024,0.03116028755903244,0.3578827381134033,1.0776793956756592
291,2,0.010155964642763138,0.031159238889813423,0.34975361824035645,1.062535285949707
292,2,0.011392458342015743,0.03115835413336754,0.3529508113861084,1.0695974826812744
293,2,0.012200982309877872,0.031157376244664192,0.3503289222717285,1.0656826496124268
294,2,0.011921044439077377,0.031156341545283794,0.3554840087890625,1.0701870918273926
295,2,0.01045698206871748,0.031155196018517017,0.35249829292297363,1.0569946765899658
296,2,0.010988623835146427,0.031154101714491844,0.3516983985900879,1.063302755355835
297,2,0.008703317493200302,0.03115356992930174,0.3544125556945801,1.0707688331604004
298,2,0.00943529512733221,0.031152273528277874,0.3558032512664795,1.067451000213623
299,2,0.009893561713397503,0.031151275150477886,0.3550257682800293,1.0660512447357178
300,2,0.010847765952348709,0.03115028329193592,0.3540315628051758,1.069929838180542
301,2,0.010443720035254955,0.03114939108490944,0.35190796852111816,1.0624942779541016
302,2,0.010686918161809444,0.03114850167185068,0.3524937629699707,1.0666656494140625
303,2,0.009587266482412815,0.03114730305969715,0.3552267551422119,1.0679690837860107
304,2,0.010933710262179375,0.031146511435508728,0.3619520664215088,1.0780727863311768
305,2,0.010342917405068874,0.031145618297159672,0.3538970947265625,1.0657768249511719
306,2,0.009580041281878948,0.031144609674811363,0.3567051887512207,1.0666022300720215
307,2,0.009874438866972923,0.03114371281117201,0.35987186431884766,1.065694808959961
308,2,0.009761941619217396,0.031142805702984333,0.3578197956085205,1.0715160369873047
309,2,0.010054953396320343,0.031141791492700577,0.3558499813079834,1.073868751525879
310,2,0.009333529509603977,0.031141096726059914,0.3560454845428467,1.0774295330047607
311,2,0.00992803368717432,0.031140048056840897,0.3504335880279541,1.0665407180786133
312,2,0.010014084167778492,0.031139259226620197,0.35112953186035156,1.065880298614502
313,2,0.011082439683377743,0.031138469465076923,0.35210371017456055,1.0642025470733643
314,2,0.010420571081340313,0.031137557700276375,0.354048490524292,1.0658798217773438
315,2,0.010568258352577686,0.031136902049183846,0.36419057846069336,1.0865590572357178
316,2,0.009908461011946201,0.03113576304167509,0.3624267578125,1.088634729385376
317,2,0.012108058668673038,0.031134928576648235,0.3639967441558838,1.0865778923034668
318,2,0.010671655647456646,0.031134039163589478,0.3618507385253906,1.0876283645629883
319,2,0.009375297464430332,0.0311334365978837,0.36555051803588867,1.0904209613800049
320,2,0.011208819225430489,0.031132315285503864,0.36478638648986816,1.091001272201538
321,2,0.008454547263681889,0.031131595373153687,0.3568873405456543,1.0893445014953613
322,2,0.009839970618486404,0.031130545772612095,0.3593924045562744,1.068305253982544
323,2,0.010712823830544949,0.03112988080829382,0.3608541488647461,1.0813608169555664
324,2,0.011127815581858158,0.031128928996622562,0.3614687919616699,1.077486276626587
325,2,0.011031714268028736,0.031128165312111378,0.3637385368347168,1.0800285339355469
326,2,0.009630914777517319,0.031127368099987507,0.3643953800201416,1.0864734649658203
327,2,0.0101236617192626,0.03112643212080002,0.3569464683532715,1.071357011795044
328,2,0.010666461661458015,0.031125586479902267,0.36449289321899414,1.0887458324432373
329,2,0.010223306715488434,0.031124659813940525,0.3562440872192383,1.072758436203003
330,2,0.010674845427274704,0.031124001368880272,0.36353373527526855,1.0857810974121094
331,2,0.008519329130649567,0.03112333081662655,0.36370038986206055,1.0864715576171875
332,2,0.01040430087596178,0.031122302636504173,0.35672998428344727,1.0823187828063965
333,2,0.0105743994936347,0.03112165816128254,0.35916614532470703,1.0741934776306152
334,2,0.008684977889060974,0.031120664440095425,0.35680055618286133,1.0751943588256836
335,2,0.009088111110031605,0.03111980203539133,0.3558361530303955,1.067112684249878
336,2,0.010722557082772255,0.031119066290557384,0.3545653820037842,1.0650749206542969
337,2,0.009899209253489971,0.031118170358240604,0.35250067710876465,1.0655229091644287
338,2,0.009180193766951561,0.03111755382269621,0.3574376106262207,1.0779976844787598
339,2,0.010513683781027794,0.031116685830056667,0.3668227195739746,1.0917961597442627
340,2,0.008696293458342552,0.031115912832319736,0.36191344261169434,1.078601360321045
341,2,0.01121795829385519,0.03111516498029232,0.35443830490112305,1.0731229782104492
342,2,0.010789765976369381,0.031114310026168823,0.3593103885650635,1.0716259479522705
343,2,0.00932168960571289,0.031113791279494762,0.36352968215942383,1.0928988456726074
344,2,0.010483266785740852,0.031112846918404102,0.36206960678100586,1.0914115905761719
345,2,0.008516542613506317,0.03111208789050579,0.3608887195587158,1.0840084552764893
346,2,0.00940635334700346,0.03111142572015524,0.36122798919677734,1.0822274684906006
347,2,0.011588986031711102,0.031110601499676704,0.3599691390991211,1.083893060684204
348,2,0.010622849687933922,0.031109892763197422,0.36015748977661133,1.0861694812774658
349,2,0.009462458081543446,0.031109105795621872,0.3597118854522705,1.0877037048339844
